ЗМІ;Рік;Місяць;День;Назва;Колєсніков;Солошенко;Мазур;Шилова;Антипов;Мороз;Вілкул;Резник;Партія регіонів;УДАР;КПУ;Батьківщина;Виконком;Кошти;Освіта;Газета;Комунальна власність;Референдум;ЖКХ;Комісія;Податки;Підприємництво;Земля;Бюджет;ЗМІ;Народ;Соціально-економічний розвиток;Медицина;Звалище;Дитсадки;Рейдерство;Прокуратура;Корупція;Сесія;Будівництво;Транспорт;Новомосковськ;Регламент;Звернення;Охорона;Проблема;Красть;Громадськість;Кладовище;Благоустрій;Допомога;Спорт;Школа;Кількість слів;Лексична насиченість
Новомосковськ європейський;2012;10;29;Починає проявлятися картина з мажоритарниками;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;1,4068965517
Новомосковськ європейський;2012;11;26;Підсумки тижня Закон про біометрику ухвалили, врахувавши прохання вірян;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;204;1,1724137931
Новомосковськ європейський;2012;12;24;Киівстар покаже своїм абонентам навіть приховані номери вхідних дзвінків;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;1,4890510949
Новомосковськ європейський;2013;1;18;Українцям вже не треба повторно складати іспит у разі втрати водійського посвідчення;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;204;1,3509933775
Новомосковськ європейський;2013;2;19;Держава дискримінує власних товаровиробників і підіграє іноземним;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;1,4166666667
Новомосковськ європейський;2013;3;15;Сьогодні відзначають Всесвітній день захисту прав споживачів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;204;1,387755102
Samara.in.ua;2012;10;20;Плєнных нє брать!..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;1,4782608696
nasamari;2012;9;13;На Донеч;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;205;1,4748201439
nasamari;2013;1;13;Янукови;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;205;1,5185185185
nasamari;2013;1;26;Samsung гот;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,357615894
nasamari;2013;6;26;УПЦ КП снова вернулась с экскаватором в Десятинный переулок;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;205;1,404109589
nasamari;2013;8;15;Путин свергнет Януковича;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;205;1,3057324841
nmsk.dp.ua;2013;2;20;Под Новомосковском стреляли и взрывали гранаты;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;205;1,357615894
Новомосковськ європейський;2012;9;30;Податкова хоче стягнути з пільговиків мільярди;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,234939759
Новомосковськ європейський;2012;11;27;Дніпропетровських терористів судять без родичів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,3225806452
Новомосковськ європейський;2012;12;15;Британець у пошуках відомостей про інопланетян зламав 97 комп’ютерів Пентагону і NASA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,357615894
Новомосковськ європейський;2012;12;19;Янукович дозволив Кабміну закрити дірки держбюджету мільярдними позиками;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;205;1,6532258065
Новомосковськ європейський;2012;12;19;Міністрів не призначають, бо Партія регіонів не може поділити портфелі;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,3141025641
Новомосковськ європейський;2013;1;1;Швидка тепер має прибувати за 10 хвилин;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;205;1,2275449102
Новомосковськ європейський;2013;1;10;У Тернополі встановили рекорд України з приготування куті;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,4748201439
Новомосковськ європейський;2013;1;18;Facebook вирішив вбити Skype своїми новими можливостями;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,2893081761
Новомосковськ європейський;2013;1;21;Зі шкільних підручників з літератури зникнуть патріотичні повісті про козаків;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;205;1,3486842105
Новомосковськ європейський;2013;4;17;На чому літаємо названий середній вік літаків українських авіакомпаній;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;1,4436619718
nasamari;2012;11;26;Симонен;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;206;1,2955974843
nasamari;2013;5;24;Объявлена охота на Куличенко;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,3121019108
nasamari;2013;7;9;Депутат Сергей Резник должен засвидетельствовать свои страдания в суде — адвокат газеты Новомосковск сегодня;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;206;1,503649635
Новомосковськ європейський;2012;8;27;Укрпошта випустила у світ жартівливі марки про українське подвір’я;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,2795031056
Новомосковськ європейський;2012;9;7;Україна домовляється про 200 млн євро кредиту на реабілітацію гідроелектростанцій;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,3642384106
Новомосковськ європейський;2012;10;25;Кортеж Янича не розійшовся з кортежем Федоровича;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,3376623377
Новомосковськ європейський;2012;12;13;Вчені виявили універсальність розподілу голосів на виборах за пропорційною системою;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;206;1,503649635
Новомосковськ європейський;2012;12;24;Сім’я Януковича за два роки прихватизує всю країну;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;206;1,3376623377
Новомосковськ європейський;2013;1;17;Новий антикорупційний законопроект уряд пропонує саджати за відкати в бізнесі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,2795031056
Новомосковськ європейський;2013;1;25;Адвокати Ахметова погрожують судом за прив’язку до смерті Щербаня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;206;1,4609929078
Новомосковськ європейський;2013;1;30;Азаров готує скасування спрощенки;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;206;1,2795031056
Новомосковськ європейський;2013;3;1;Зіткнення Марсу з кометою може змінити клімат планети;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,3464052288
Новомосковськ європейський;2013;4;11;Пророцтва Королевської збуваються (червоний кабріолет);0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;206;1,2875
Новомосковськ європейський;2013;4;22;Регіоналів не пустили до Холодного Яру і порвали їм прапор;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;1,2875
nmsk.dp.ua;2013;5;16;Оновлення присоборної площі;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;207;1,3184713376
Новомосковськ європейський;2012;8;29;Чергове вбивство біля Новомосковського Голлівуду;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;207;1,3101265823
Новомосковськ європейський;2012;9;26;Вчені розробили методу визначення нечесних виборів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,3101265823
Новомосковськ європейський;2012;11;12;Явка з повинною Развозжаєва. Версія Луб’янки;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,4475524476
Новомосковськ європейський;2012;11;22;Влада хоче змусити нас платити за виконання народних пісень;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;207;1,3708609272
Новомосковськ європейський;2012;12;1;Ляшко назвав міністра юстиції Лавриновича адвокатом диявола і порівняв його з Геббельсом;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,38
Новомосковськ європейський;2012;12;2;Силіконові груди жінки врятували їй життя;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,2105263158
Новомосковськ європейський;2012;12;15;З 1 січня набирає чинності єдиний список заборонених в спорті препаратів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;207;1,3708609272
Новомосковськ європейський;2012;12;23;Колєсніков на літеру Ху;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,4785714286
Новомосковськ європейський;2012;12;27;У Facebook з’явилася функція відкладеного відправлення новорічних привітань;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;207;1,3018867925
Новомосковськ європейський;2013;1;29;Відома журналістка накопала цікаве про Ахметова;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,29375
Новомосковськ європейський;2013;3;1;Міліція хоче створити єдину базу ДНК українців;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;207;1,2469879518
Новомосковськ європейський;2013;6;13;Водії змащують номери олією та бризкають лаком;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;207;1,3018867925
Samara.in.ua;2012;8;7;Грошi на вiтер;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1,9166666667
nasamari;2013;2;1;РАБОТНИК;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;208;1,4344827586
nasamari;2013;4;10;На Банковой приказали регионам готовиться к референдуму;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;208;1,4054054054
nasamari;2013;7;21;Добкина освистали на митинге против милицейского произвола – губернатор согласился на кастрацию. (ВИДЕО);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,3684210526
Новомосковськ європейський;2012;9;6;Не здавайся і не продавайся і ніколи не стань байдужим!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,4857142857
Новомосковськ європейський;2012;9;18;Банки отримають доступ до особистих даних всіх українців;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;208;1,3164556962
Новомосковськ європейський;2012;10;30;Партія регіонів готова скуповувати мажоритарників;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,3866666667
Новомосковськ європейський;2012;11;30;Єдиний у світі музей писанки відзначає 25-річчя;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;208;1,2760736196
Новомосковськ європейський;2012;12;3;Київ нарешті знайшов власника огорожі біля Ради;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;208;1,3248407643
Новомосковськ європейський;2012;12;5;Українка стане першою жінкою в СНД, що наважиться на навколосвітню мотоподорож;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,2839506173
Новомосковськ європейський;2012;12;20;Дніпропетровськ став членом загадкової асоціації;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,2023121387
Новомосковськ європейський;2012;12;29;Стабільність досягнуто. Уряд експропріював кошти місцевих бюджетів;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;208;1,3248407643
Новомосковськ європейський;2012;12;30;Депутатам подарували довідник сіл за 260 тисяч;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,245508982
Новомосковськ європейський;2013;1;26;Новомосковська міська рада та виконавчий комітет;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;208;1,3774834437
Новомосковськ європейський;2013;1;29;Найсильнішим хлопчиком світу став восьмирічний українець;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,3081761006
Новомосковськ європейський;2013;2;28;Затверджено положення про можливість перенесення мобільних і фіксованих номерів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,5877862595
Новомосковськ європейський;2013;5;2;ЗМІ Комуністи платили учасникам святкових мітингів у Києві та Вінниці;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;1,3774834437
Samara.in.ua;2013;1;21;Новий тренд у Facebook дайте мені мільйон лайків;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;208;1,5639097744
nasamari;2013;2;1;У Януков;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,4928571429
Новомосковськ сьогодні;2012;11;26;Газета Новомосковськ сьогодні стала лауреатом Міжнародного конкурсу Срібне перо;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;209;1,3144654088
Новомосковськ європейський;2012;8;24;Україна випереджає росіян на ринках озброєння;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,3483870968
Новомосковськ європейський;2012;11;9;У Раду пройшло декілька родинних кланів;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,3483870968
Новомосковськ європейський;2012;11;25;В Україні масово намагаються всіх поставити під лінійку і зафіксувати всі дані, — Стець про ідею єдиної прес-карти;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,3841059603
Новомосковськ європейський;2012;12;18;Семен Глузман вийшов із ініціативи Першого грудня;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,4121621622
Новомосковськ європейський;2012;12;28;Кучма уникне покарання;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;209;1,3933333333
Новомосковськ європейський;2012;12;28;Олів’є зберігається не більше 12 годин, нагадують лікарі;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;209;1,2901234568
Новомосковськ європейський;2013;1;10;Вчені уточнили розміри найнебезпечнішого для землян астероїда;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,3312101911
Новомосковськ європейський;2013;1;11;Під час бійки у Верховній Раді депутати завалили новорічну ялинку;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,3660130719
Новомосковськ європейський;2013;1;26;Що, Де, Коли, або Задай Питання Депутату;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;209;1,2901234568
Новомосковськ європейський;2013;2;13;Зелені хочуть підключити Європу на захист Дмитра Реви;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;209;1,4315068493
Новомосковськ європейський;2013;3;11;У Росії за дорученням Путіна збирають компромат на керівників держкомпаній;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,2666666667
Samara.in.ua;2012;10;23;Днепропетровские вандалы решили бороться с подарками Партии регионов;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,9716981132
Samara.in.ua;2013;3;18;Чиновника-вбивцю випустили;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209;1,7711864407
nmsk.dp.ua;2012;12;13;Тиждень у цифрах і фактах;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;210;1,4788732394
Новомосковськ сьогодні;2013;4;19;Муравейник на Рампі-2013!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;210;1,5217391304
Новомосковськ європейський;2012;8;29;Досі не можуть відшукати кількох голів окружних виборчих комісій – КВУ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;210;1,5441176471
Новомосковськ європейський;2012;9;1;Фея мудрості;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,4
Новомосковськ європейський;2012;10;7;У Кремлі вважають Україну своєю територією;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,3043478261
Новомосковськ європейський;2012;11;7;К.Стогній натякає, що Мазурок застрелився у неймовірний спосіб — пострілом собі у потилицю;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;210;1,3461538462
Новомосковськ європейський;2012;11;24;Телеканали Коломойського, Пінчука і Ахметова проігнорували символіку Голодомору;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,3125
Новомосковськ європейський;2012;11;28;Міністр внутрішніх справ розповів, навіщо йому мільярд;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,2574850299
Новомосковськ європейський;2012;12;11;Facebook змінить правила, незважаючи на вибір більшості;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,3291139241
Новомосковськ європейський;2012;12;14;Рейтинг українських операторів бездротового інтернету за кількістю абонентів;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;1,3725490196
